symbol,name,sector,industry
KRNY,Kearny Financial Corp,N/A,은행
KRON,Kronos Bio Inc,N/A,생명 공학 및 의학 연구
KROS,Keros Therapeutics Inc,N/A,생명 공학 및 의학 연구
KRRO,Korro Bio Inc,N/A,생명 공학 및 의학 연구
KRT,Karat Packaging Inc,N/A,용기(종이 제외) 및 포장재
KRUS,Kura Sushi USA Inc,N/A,레스토랑 및 바
KRYS,Krystal Biotech Inc,N/A,생명 공학 및 의학 연구
KSCP,Knightscope Inc,N/A,통신 및 네트워킹
KSPI,Kaspi.kz AO ADR,N/A,핀테크
KTCC,Key Tronic Corp,N/A,전자 장비 및 부품
KTOS,Kratos Defense and Security Solutions Inc,N/A,항공우주 및 방위
KTTA,Pasithea Therapeutics Corp,N/A,생명 공학 및 의학 연구
KURA,Kura Oncology Inc,N/A,생명 공학 및 의학 연구
KVAC,Keen Vision Acquisition Corp,N/A,투자 지주 회사
KVACU,Keen Vision Acquisition Units,N/A,투자 지주 회사
KVHI,KVH Industries Inc,N/A,통신 및 네트워킹
KWE,Kwesst Micro Systems Inc,N/A,항공우주 및 방위
KXIN,Kaixin Holdings,N/A,"자동차 차량, 부품 및 서비스 소매"
KYMR,Kymera Therapeutics Inc,N/A,생명 공학 및 의학 연구
KYTX,Kyverna Therapeutics Inc,N/A,생명 공학 및 의학 연구
KZIA,Kazia Therapeutics Ltd ADR,N/A,생명 공학 및 의학 연구
KZR,Kezar Life Sciences Inc,N/A,생명 공학 및 의학 연구
LAB,Standard BioTools Inc,N/A,첨단 의료 장비 및 기술
LAES,Sealsq Corp,N/A,반도체
LAKE,Lakeland Industries Inc,N/A,의류 및 액세서리
LAMR,Lamar Advertising Co,N/A,특수 REITs
LANC,Lancaster Colony Corp,N/A,식품 가공
LAND,Gladstone Land Corp,N/A,특수 REITs
LANDM,GLADSTONE LD Term Pref Shs,N/A,특수 REITs
LANDO,Gladstone Land 6 00 Cum Redmabe Prf Shs Series B,N/A,특수 REITs
LANDP,Gladstone Land 6 00 Cumulative Redeemable Preferred Stock Series C,N/A,특수 REITs
LARK,Landmark Bancorp Inc,N/A,은행
LASE,Laser Photonics Corp,N/A,전기 부품 및 장비
LASR,nLIGHT Inc,N/A,반도체
LATG,Chenghe Acquisition I Co,N/A,투자 지주 회사
LATGU,Chenghe Acquisition Unit,N/A,투자 지주 회사
LAUR,Laureate Education Inc,N/A,기타 교육 서비스 제공
LAZR,Luminar Technologies Inc,N/A,"자동차, 트럭 및 오토바이 부품"
LBGJ,Li Bang International Corporation Inc,N/A,"가전제품, 도구 및 가정 용품"
LBRDA,Liberty Broadband Corp Series A,N/A,방송
LBRDK,Liberty Broadband Corp Series C,N/A,방송
LBRDP,Liberty Broadband Cum Redeemable Prf Shs Series A,N/A,방송
LBTYA,Liberty Global Ltd Class A,N/A,통합 통신 서비스
LBTYB,Liberty Global Ltd Class B,N/A,통합 통신 서비스
LBTYK,Liberty Global Ltd Class C,N/A,통합 통신 서비스
LCFY,Locafy Ltd,N/A,소프트웨어
LCID,Lucid Group Inc,N/A,자동차 및 트럭 제조
LCNB,LCNB Corp,N/A,은행
LCUT,Lifetime Brands Inc,N/A,"가전제품, 도구 및 가정 용품"
LDTC,LeddarTech Holdings Inc.,N/A,소프트웨어
LDWY,Lendway Inc,N/A,소비자 대출
LE,Lands End Inc,N/A,의류 및 액세서리 소매
LECO,Lincoln Electric Holdings Inc,N/A,산업용 기계 및 장비
LEDS,SemiLEDs Corp,N/A,반도체
LEE,Lee Enterprises Inc,N/A,소비자 출판
LEGH,Legacy Housing Corp,N/A,주택 건설
LEGN,Legend Biotech Corp ADR,N/A,생명 공학 및 의학 연구
LENZ,LENZ Therapeutics Inc,N/A,생명 공학 및 의학 연구
LESL,Leslie's Inc,N/A,기타 전문 소매
LEXX,Lexaria Bioscience Corp,N/A,제약
LFCR,Lifecore Biomedical Inc,N/A,제약
LFLY,Leafly Holdings Inc,N/A,소프트웨어
LFMD,LifeMD Inc,N/A,첨단 의료 장비 및 기술
LFMDP,LifeMD 8.875 Cumulative Perpetual Pref Shs Series A,N/A,첨단 의료 장비 및 기술
LFST,Lifestance Health Group Inc,N/A,의료 시설 및 서비스
LFUS,Littelfuse Inc,N/A,전자 장비 및 부품
LFVN,LifeVantage Corp,N/A,제약
LFWD,Lifeward Ltd,N/A,"의료 장비, 물품 및 유통"
LGCB,Linkage Global Inc,N/A,백화점
LGCL,Lucas GC Ltd,N/A,고용 서비스
LGHL,Lion Group Holding Ltd ADR,N/A,투자 은행 및 중개 서비스
LGIH,LGI Homes Inc,N/A,주택 건설
LGMK,LogicMark Inc,N/A,첨단 의료 장비 및 기술
LGND,Ligand Pharmaceuticals Inc,N/A,제약
LGO,Largo Inc,N/A,우라늄
LGTY,Logility Supply Chain Solutions Inc,N/A,소프트웨어
LGVN,Longeveron Inc,N/A,생명 공학 및 의학 연구
LI,Li Auto Inc ADR,N/A,자동차 및 트럭 제조
LICN,Lichen China Ltd,N/A,개인 서비스
LIDR,AEye Inc,N/A,전자 장비 및 부품
LIEN,Chicago Atlantic BDC Inc,N/A,기업 금융 서비스
LIF,Life360 Inc,N/A,소프트웨어
LILA,Liberty Latin America Ltd Class A,N/A,무선 통신 서비스
LILAK,Liberty Latin America Ltd Class C,N/A,무선 통신 서비스
LIN,Linde PLC,N/A,상품 화학
LINC,Lincoln Educational Services Corp,N/A,전문 및 비즈니스 교육
LIND,Lindblad Expeditions Holdings Inc,N/A,"호텔, 모텔 및 크루즈 라인"
LINE,Lineage Inc,N/A,특수 REITs
LINK,Interlink Electronics Inc,N/A,반도체
LION,Lionsgate Studios Corp,N/A,엔터테인먼트 제작
LIPO,Lipella Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
LIQT,LiqTech International Inc,N/A,산업용 기계 및 장비
LITE,Lumentum Holdings Inc,N/A,통신 및 네트워킹
LITM,Snow Lake Resources Ltd,N/A,특수 채굴 및 금속
LIVE,Live Ventures Inc,N/A,투자 지주 회사
LIVN,LivaNova PLC,N/A,"의료 장비, 물품 및 유통"
LIXT,Lixte Biotechnology Holdings Inc,N/A,생명 공학 및 의학 연구
LKCO,Luokung Technology Corp,N/A,소프트웨어
LKFN,Lakeland Financial Corp,N/A,은행
LKQ,LKQ Corp,N/A,"자동차, 트럭 및 오토바이 부품"
LLYVA,Liberty Media Corp Series A,N/A,방송
LLYVK,Liberty Media Corp Series C,N/A,방송
LMAT,LeMaitre Vascular Inc,N/A,첨단 의료 장비 및 기술
LMB,Limbach Holdings Inc,N/A,건설 및 엔지니어링
LMFA,LM Funding America Inc,N/A,블록 체인 및 암호화폐
LMNR,Limoneira Co,N/A,어업 및 농업
LNKB,LINKBANCORP Inc,N/A,은행
LNKS,Linkers Industries Ltd,N/A,산업용 기계 및 장비
LNSR,LENSAR Inc,N/A,첨단 의료 장비 및 기술
LNT,Alliant Energy Corp,N/A,전력 유틸리티
LNTH,Lantheus Holdings Inc,N/A,"의료 장비, 물품 및 유통"
LNW,Light & Wonder Inc,N/A,카지노 및 도박
LNZA,Lanzatech Global Inc,N/A,환경 서비스 및 장비
LOAN,Manhattan Bridge Capital Inc,N/A,특수 REITs
LOBO,LOBO EV Technologies Ltd,N/A,자동차 및 트럭 제조
LOCO,El Pollo Loco Holdings Inc,N/A,레스토랑 및 바
LOGC,Contextlogic Inc,N/A,투자 지주 회사
LOGI,Logitech International SA,N/A,컴퓨터 하드웨어
LOOP,Loop Industries Inc,N/A,환경 서비스 및 장비
LOPE,Grand Canyon Education Inc,N/A,기타 교육 서비스 제공
LOT,Lotus Technology Inc ADR,N/A,자동차 및 트럭 제조
LOVE,Lovesac Co,N/A,가정용 가구
LPAA,Launch One Acquisition Corp,N/A,투자 지주 회사
LPAAU,Launch One Acquisition Units,N/A,투자 지주 회사
LPBB,Launch Two Acquisition Corp,N/A,투자 지주 회사
LPBBU,Launch Two Acquisition Units,N/A,투자 지주 회사
LPCN,Lipocine Inc,N/A,생명 공학 및 의학 연구
LPLA,LPL Financial Holdings Inc,N/A,투자 은행 및 중개 서비스
LPRO,Open Lending Corp,N/A,전문 정보 서비스
LPSN,LivePerson Inc,N/A,IT 서비스 및 컨설팅
LPTH,LightPath Technologies Inc,N/A,사무기기
LPTX,Leap Therapeutics Inc,N/A,생명 공학 및 의학 연구
LQDA,Liquidia Corp,N/A,제약
LQDT,Liquidity Services Inc,N/A,온라인 서비스
LRCX,Lam Research Corp,N/A,반도체 장비 및 테스트
LRE,Lead Real Estate Co Ltd ADR,N/A,"부동산 임대, 개발 및 운영"
LRFC,Logan Ridge Finance Corp,N/A,투자 관리 및 펀드 운영
LRHC,La Rosa Holdings,N/A,부동산 서비스
LRMR,Larimar Therapeutics Inc,N/A,생명 공학 및 의학 연구
LSAK,Lesaka Technologies Inc,N/A,경영 지원 서비스
LSB,LakeShore Biopharma Co Ltd,N/A,제약
LSBK,Lake Shore Bancorp Inc,N/A,은행
LSCC,Lattice Semiconductor Corp,N/A,반도체
LSE,Leishen Energy Holding Co Ltd,N/A,오일 관련 서비스 및 장비
LSEA,Landsea Homes Corp,N/A,"부동산 임대, 개발 및 운영"
LSH,Lakeside Holdings Ltd,N/A,"부동산 임대, 개발 및 운영"
LSTA,Lisata Therapeutics Inc,N/A,생명 공학 및 의학 연구
LSTR,Landstar System Inc,N/A,지상 화물 및 물류
LTBR,Lightbridge Corp,N/A,경영 지원 서비스
LTRN,Lantern Pharma Inc,N/A,생명 공학 및 의학 연구
LTRX,Lantronix Inc,N/A,통신 및 네트워킹
LTRY,Lottery.com Inc,N/A,카지노 및 도박
LUCD,Lucid Diagnostics Inc,N/A,"의료 장비, 물품 및 유통"
LUCY,Innovative Eyewear Inc,N/A,"의료 장비, 물품 및 유통"
LULU,Lululemon Athletica Inc,N/A,의류 및 액세서리
LUNA,Luna Innovations Inc,N/A,산업용 기계 및 장비
LUNG,Pulmonx Corp,N/A,"의료 장비, 물품 및 유통"
LUNR,Intuitive Machines Inc,N/A,항공우주 및 방위
LUXH,LuxUrban Hotels Inc,N/A,"부동산 임대, 개발 및 운영"
LUXHP,LuxUrban Hotels 13 00 Cumulative Redeemable Preferred Shs Series A,N/A,"부동산 임대, 개발 및 운영"
LVLU,Lulu's Fashion Lounge Holdings Inc,N/A,의류 및 액세서리 소매
LVO,LiveOne Inc,N/A,엔터테인먼트 제작
LVRO,Lavoro Ltd,N/A,농화학제
LVTX,LAVA Therapeutics NV,N/A,생명 공학 및 의학 연구
LWAY,Lifeway Foods Inc,N/A,식품 가공
LWLG,Lightwave Logic Inc,N/A,전자 장비 및 부품
LX,Lexinfintech Holdings Ltd ADR,N/A,소비자 대출
LXEH,Lixiang Education Holding Co Ltd ADR,N/A,"초, 중, 고등 교육기관"
LXEO,Lexeo Therapeutics Inc,N/A,생명 공학 및 의학 연구
LXRX,Lexicon Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
LYEL,Lyell Immunopharma Inc,N/A,생명 공학 및 의학 연구
LYFT,Lyft Inc,N/A,온라인 서비스
LYRA,Lyra Therapeutics Inc,N/A,생명 공학 및 의학 연구
LYT,Lytus Technologies Holdings Ptv Ltd,N/A,온라인 서비스
LYTS,LSI Industries Inc,N/A,건설 자재 및 비품
LZ,LegalZoom.com Inc,N/A,온라인 서비스
MACI,Melar Acquisition Corp I,N/A,투자 지주 회사
MACIU,Melar Acquisition I Units Exp 10th June 2029,N/A,투자 지주 회사
MAMA,Mama's Creations Inc,N/A,식품 가공
MAMO,Massimo Group,N/A,자동차 및 트럭 제조
MANH,Manhattan Associates Inc,N/A,IT 서비스 및 컨설팅
MAPS,WM Technology Inc,N/A,소프트웨어
MAR,Marriott International Inc,N/A,"호텔, 모텔 및 크루즈 라인"
MARA,MARA Holdings Inc,N/A,블록 체인 및 암호화폐
MARPS,Marine Petroleum Units,N/A,"오일, 가스 탐사 및 생산"
MARX,Mars Acquisition Corp,N/A,투자 지주 회사
MARXR,Mars Acquisition Rights Exp 9th Feb 2028,N/A,투자 지주 회사
MARXU,Mars Acquisition Units,N/A,투자 지주 회사
MASI,Masimo Corp,N/A,"의료 장비, 물품 및 유통"
MASS,908 Devices Inc.,N/A,첨단 의료 장비 및 기술
MAT,Mattel Inc,N/A,장난감 및 어린이 제품
MATH,Metalpha Technology Holding Ltd,N/A,온라인 서비스
MATW,Matthews International Corp,N/A,개인 생활 필수 용품
MAXN,Maxeon Solar Technologies Ltd,N/A,재생 가능 에너지 장비 및 서비스
MAXNV,Maxeon Solar Technologies Ltd,N/A,재생 가능 에너지 장비 및 서비스
MAYS,J W Mays Inc,N/A,"부동산 임대, 개발 및 운영"
MBAV,M3-Brigade Acquisition V Corp,N/A,투자 지주 회사
MBAVU,M3 Brigade Acquisition V Units,N/A,투자 지주 회사
MBCN,Middlefield Banc Corp,N/A,은행
MBIN,Merchants Bancorp,N/A,은행
MBINL,Merchants Bancorp Ind Dep Shs Repstg 1 40Th Int Perp Prf Shs Ser E,N/A,은행
MBINM,Merchants Depository Shares Rep 1 40Th  Int Share of 8 25 Fixed Rate Reset Non,N/A,은행
MBINN,Merchants Bancorp 40 DS Rep Perp Prf Shs Series C,N/A,은행
MBINO,Merchants Ban Ind Repstg 1 40Th Perp Pfd Ser B Fixed Fltg Drc Series B,N/A,은행
MBIO,Mustang Bio Inc,N/A,생명 공학 및 의학 연구
MBLY,Mobileye Global Inc,N/A,통합 하드웨어 및 소프트웨어
MBNKP,Medallion Bank Fixed to Floating Rate Non Cumulative Perpetual Pref Shs Series F,N/A,은행
MBOT,Microbot Medical Inc,N/A,생명 공학 및 의학 연구
MBRX,Moleculin Biotech Inc,N/A,생명 공학 및 의학 연구
MBUU,Malibu Boats Inc,N/A,오락용 제품
MBWM,Mercantile Bank Corp,N/A,은행
MBX,MBX Biosciences Inc,N/A,생명 공학 및 의학 연구
MCBS,Metrocity Bankshares Inc,N/A,은행
MCFT,Mastercraft Boat Holdings Inc,N/A,오락용 제품
MCHP,Microchip Technology Inc,N/A,반도체
MCHX,Marchex Inc,N/A,광고 및 마케팅
MCRB,Seres Therapeutics Inc,N/A,생명 공학 및 의학 연구
MCRI,Monarch Casino & Resort Inc,N/A,카지노 및 도박
MCVT,Mill City Ventures III Ltd,N/A,소비자 대출
MCW,Mister Car Wash Inc,N/A,개인 서비스
MDAI,Spectral AI Inc,N/A,첨단 의료 장비 및 기술
MDB,MongoDB Inc,N/A,소프트웨어
MDBH,MDB Capital Holdings LLC,N/A,투자 은행 및 중개 서비스
MDCX,Medicus Pharma Ltd,N/A,제약
MDGL,Madrigal Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
MDIA,Mediaco Holding Inc,N/A,방송
MDLZ,Mondelez International Inc,N/A,식품 가공
MDRR,Medalist Diversified Reit Inc,N/A,상업용 REITs
MDRRP,Medalist Diversified REIT Cumulative Redeemable Pref Shs Series A,N/A,상업용 REITs
MDWD,Mediwound Ltd,N/A,제약
MDXG,MiMedx Group Inc,N/A,생명 공학 및 의학 연구
MDXH,MDxHealth SA,N/A,생명 공학 및 의학 연구
ME,23andMe Holding Co.,N/A,의료 시설 및 서비스
MEDP,Medpace Holdings Inc,N/A,생명 공학 및 의학 연구
MEGL,Magic Empire Global Ltd,N/A,투자 은행 및 중개 서비스
MEIP,MEI Pharma Inc,N/A,생명 공학 및 의학 연구
MELI,MercadoLibre Inc,N/A,온라인 서비스
MEOH,Methanex Corp,N/A,상품 화학
MERC,Mercer International Inc,N/A,종이 제품
MESA,Mesa Air Group Inc,N/A,항공사
MESO,Mesoblast Ltd ADR,N/A,생명 공학 및 의학 연구
META,Meta Platforms Inc,N/A,온라인 서비스
METC,Ramaco Resources Inc Class A,N/A,철 및 강철
METCB,Ramaco Resources Inc Class B,N/A,철 및 강철
METCL,Ramaco Resources 9 00 Senior Notes due 2026,N/A,철 및 강철
METCZ,Ramaco Resources 8 375 Senior Notes due 2029,N/A,철 및 강철
MFH,Mercurity Fintech Holding Inc,N/A,핀테크
MFI,mF International Limited,N/A,IT 서비스 및 컨설팅
MFIC,MidCap Financial Investment Corp,N/A,투자 관리 및 펀드 운영
MFIN,Medallion Financial Corp,N/A,은행
MGEE,MGE Energy Inc,N/A,전력 유틸리티
MGIC,Magic Software Enterprises Ltd,N/A,소프트웨어
MGIH,Millennium Group International Holdings Ltd,N/A,종이 포장재
MGNI,Magnite Inc,N/A,광고 및 마케팅
MGNX,MacroGenics Inc,N/A,생명 공학 및 의학 연구
MGOL,MGO Global Inc,N/A,광고 및 마케팅
MGPI,MGP Ingredients Inc,N/A,증류주 및 포도주
MGRC,McGrath RentCorp,N/A,경영 지원 서비스
MGRM,Monogram Technologies Inc,N/A,"의료 장비, 물품 및 유통"
MGRX,Mangoceuticals Inc,N/A,의료 시설 및 서비스
MGTX,MeiraGTx Holdings PLC,N/A,생명 공학 및 의학 연구
MGX,Metagenomi Inc,N/A,생명 공학 및 의학 연구
MGYR,Magyar Bancorp Inc,N/A,은행
MHLD,Maiden Holdings Ltd,N/A,재보험
MHUA,Meihua International Medical Technologies Co Ltd,N/A,"의료 장비, 물품 및 유통"
MIDD,Middleby Corp,N/A,산업용 기계 및 장비
MIGI,Mawson Infrastructure Group Inc,N/A,IT 서비스 및 컨설팅
MIND,Mind Technology Inc,N/A,오일 관련 서비스 및 장비
MIRA,Mira Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
MIRM,Mirum Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
MIST,Milestone Pharmaceuticals Inc,N/A,생명 공학 및 의학 연구
MITA,Coliseum Acquisition Corp,N/A,투자 지주 회사
MITAU,Coliseum Acquisition Units,N/A,투자 지주 회사
MITK,Mitek Systems Inc,N/A,소프트웨어
MKDW,MKDWELL Tech Inc,N/A,"자동차, 트럭 및 오토바이 부품"
MKSI,MKS Instruments Inc,N/A,산업용 기계 및 장비
MKTW,MarketWise Inc,N/A,전문 정보 서비스
MKTX,Marketaxess Holdings Inc,N/A,"금융, 상품 시장 운영 및 서비스 제공"
MKZR,Mackenzie Realty Capital Inc,N/A,상업용 REITs
MLAB,Mesa Laboratories Inc,N/A,"의료 장비, 물품 및 유통"
MLACU,Mountain Lake Acquisition Units,N/A,투자 지주 회사
MLCO,Melco Resorts & Entertainment Ltd ADR,N/A,카지노 및 도박
MLEC,Moolec Science SA,N/A,어업 및 농업
MLGO,MicroAlgo Inc,N/A,IT 서비스 및 컨설팅
MLKN,MillerKnoll Inc,N/A,비즈니스 지원 용품
MLTX,MoonLake Immunotherapeutics,N/A,생명 공학 및 의학 연구
MLYS,Mineralys Therapeutics Inc,N/A,생명 공학 및 의학 연구
MMLP,Martin Midstream Partners Units,N/A,오일 및 가스 수송 서비스
MMSI,Merit Medical Systems Inc,N/A,"의료 장비, 물품 및 유통"
MMV,MultiMetaVerse Holdings Limited,N/A,엔터테인먼트 제작
MMYT,MakeMyTrip Ltd,N/A,여가 및 오락시설
MNDO,Mind CTI Ltd,N/A,IT 서비스 및 컨설팅
MNDR,Mobile-health Network Solutions,N/A,소프트웨어
MNDY,Monday.Com Ltd,N/A,소프트웨어
MNKD,MannKind Corp,N/A,생명 공학 및 의학 연구
MNMD,Mind Medicine (MindMed) Inc,N/A,생명 공학 및 의학 연구
MNOV,MediciNova Inc,N/A,생명 공학 및 의학 연구
MNPR,Monopar Therapeutics Inc,N/A,생명 공학 및 의학 연구
MNRO,Monro Inc,N/A,"자동차 차량, 부품 및 서비스 소매"
MNSB,MainStreet Bancshares Inc,N/A,은행
MNSBP,MainStreet Bancshares Depositary Shares Representing Pref Shs,N/A,은행
MNST,Monster Beverage Corp,N/A,무알콜 음료
MNTK,Montauk Renewables Inc,N/A,전력 유틸리티
MNTS,Momentus Inc,N/A,항공우주 및 방위
MNTX,Manitex International Inc,N/A,중장비 및 차량
MNY,MoneyHero Ltd,N/A,온라인 서비스
MOB,Mobilicom Ltd ADR,N/A,경영 지원 서비스
MOBX,MOBIX LABS  INC.,N/A,반도체
MODD,Modular Medical Inc,N/A,"의료 장비, 물품 및 유통"
MODV,ModivCare Inc,N/A,의료 시설 및 서비스
MOFG,Midwestone Financial Group Inc (IOWA),N/A,은행
MOGO,Mogo Inc,N/A,핀테크
MOLN,Molecular Partners AG ADR,N/A,생명 공학 및 의학 연구
MOMO,Hello Group Inc ADR,N/A,소프트웨어
MORN,Morningstar Inc,N/A,전문 정보 서비스
MOVE,Movano Inc,N/A,첨단 의료 장비 및 기술
MPAA,Motorcar Parts of America Inc,N/A,"자동차, 트럭 및 오토바이 부품"
MPB,Mid Penn Bancorp Inc,N/A,은행
MPWR,Monolithic Power Systems Inc,N/A,반도체
MQ,Marqeta Inc,N/A,핀테크
MRAM,Everspin Technologies Inc,N/A,반도체
MRBK,Meridian Corp,N/A,은행
MRCC,Monroe Capital Corp,N/A,폐쇄형 펀드
MRCY,Mercury Systems Inc,N/A,항공우주 및 방위
MREO,Mereo BioPharma Group PLC ADR,N/A,생명 공학 및 의학 연구
MRIN,Marin Software Inc,N/A,소프트웨어
MRKR,Marker Therapeutics Inc,N/A,생명 공학 및 의학 연구
MRM,Medirom Healthcare Technologies Inc ADR,N/A,개인 서비스
MRNA,Moderna Inc,N/A,생명 공학 및 의학 연구
MRNO,Murano Global Investments Plc,N/A,"부동산 임대, 개발 및 운영"
MRNS,Marinus Pharmaceuticals Inc,N/A,제약
MRSN,Mersana Therapeutics Inc,N/A,생명 공학 및 의학 연구
MRTN,Marten Transport Ltd,N/A,지상 화물 및 물류
MRUS,Merus NV,N/A,생명 공학 및 의학 연구
MRVI,Maravai LifeSciences Holdings Inc,N/A,생명 공학 및 의학 연구
MRVL,Marvell Technology Inc,N/A,반도체
MRX,Marex Group PLC,N/A,투자 은행 및 중개 서비스
MSAI,MultiSensor AI Holdings Inc,N/A,전자 장비 및 부품
MSBI,Midland States Bancorp Inc,N/A,은행
MSBIP,Midland Sts Bancorp Depositary Shs Repstg 1 40Th Perp Pfd Series A,N/A,은행
MSEX,Middlesex Water Co,N/A,수자원 유틸리티
MSFT,Microsoft Corp,N/A,소프트웨어
MSGM,Motorsport Games Inc,N/A,온라인 서비스
MSPR,MSP Recovery Inc,N/A,생명 및 건강 보험
MSS,Maison Solutions Inc,N/A,식품 소매 및 유통
MSSA,Metal Sky Star Acquisition Corp,N/A,투자 지주 회사
MSSAR,Metal Sky Star Acquisition Rights Exp 31 Mar 2027,N/A,투자 지주 회사
MSSAU,Metal Sky Star Acquisition Units,N/A,투자 지주 회사
MSTR,Microstrategy Inc,N/A,소프트웨어
MSW,Ming Shing Group Holdings Ltd,N/A,건설 및 엔지니어링
MTC,MMTEC Inc,N/A,소프트웨어
MTCH,Match Group Inc,N/A,온라인 서비스
MTEK,Maris Tech Ltd,N/A,통신 및 네트워킹
MTEN,Mingteng International Corp Inc,N/A,산업용 기계 및 장비
MTEX,Mannatech Inc,N/A,식품 가공
MTLS,Materialise NV ADR,N/A,소프트웨어
MTRX,Matrix Service Co,N/A,건설 및 엔지니어링
MTSI,MACOM Technology Solutions Holdings Inc,N/A,반도체
MTTR,Matterport Inc,N/A,소프트웨어
MTVA,MetaVia Inc,N/A,생명 공학 및 의학 연구
MU,Micron Technology Inc,N/A,반도체
MULN,Mullen Automotive Inc,N/A,자동차 및 트럭 제조
MURA,Mural Oncology PLC,N/A,생명 공학 및 의학 연구
MVBF,MVB Financial Corp,N/A,은행
MVIS,MicroVision Inc,N/A,전자 장비 및 부품
MVLA,Movella Holdings Inc,N/A,소프트웨어
MVNR,Mavenir Private Holdings II Ltd,N/A,소프트웨어
MVST,Microvast Holdings Inc,N/A,전기 부품 및 장비
MXCT,MaxCyte Inc,N/A,첨단 의료 장비 및 기술
MXL,Maxlinear Inc,N/A,반도체
MYFW,First Western Financial Inc,N/A,은행
MYGN,Myriad Genetics Inc,N/A,"의료 장비, 물품 및 유통"
MYNA,Mynaric AG ADR,N/A,통신 및 네트워킹
MYNZ,Mainz Biomed NV,N/A,의료 시설 및 서비스
MYPS,PLAYSTUDIOS Inc,N/A,소프트웨어
MYRG,MYR Group Inc,N/A,건설 및 엔지니어링
MYSZ,My Size Inc,N/A,소프트웨어
NA,Nano Labs Ltd,N/A,반도체
NAAS,NaaS Technology Inc ADR,N/A,전력 유틸리티
NAII,Natural Alternatives International Inc,N/A,제약
NAMI,Jinxin Technology Holding Co ADR,N/A,소비자 출판
NAMS,NewAmsterdam Pharma Company NV,N/A,생명 공학 및 의학 연구
NAOV,Nanovibronix Inc,N/A,"의료 장비, 물품 및 유통"
NARI,Inari Medical Inc,N/A,"의료 장비, 물품 및 유통"
NATH,Nathan's Famous Inc,N/A,레스토랑 및 바
NATR,Nature's Sunshine Products Inc,N/A,식품 가공
NAUT,Nautilus Biotechnology Inc,N/A,생명 공학 및 의학 연구
NAVI,Navient Corp,N/A,소비자 대출
NAYA,NAYA Biosciences Inc,N/A,"의료 장비, 물품 및 유통"
NB,NioCorp Developments Ltd,N/A,특수 채굴 및 금속
NBBK,NB Bancorp Inc,N/A,은행
NBIS,Nebius Group NV,N/A,경영 지원 서비스
NBIX,Neurocrine Biosciences Inc,N/A,생명 공학 및 의학 연구
NBN,Northeast Bank,N/A,은행
NBTB,NBT Bancorp Inc,N/A,은행
NBTX,Nanobiotix SA ADR,N/A,생명 공학 및 의학 연구
NCAC,Newcourt Acquisition Corp,N/A,투자 지주 회사
NCEW,New Century Logistics (BVI) Ltd,N/A,"배달, 우편, 항공 화물 및 육상 물류"
NCI,Neo-Concept International Group Holdings Ltd,N/A,의류 및 액세서리
NCMI,National Cinemedia Inc,N/A,광고 및 마케팅
NCNA,NuCana PLC ADR,N/A,생명 공학 및 의학 연구
NCNO,nCino Inc,N/A,소프트웨어
NCPL,Netcapital Inc,N/A,기타 핀테크 인프라
NCRA,Nocera Inc,N/A,어업 및 농업
NCSM,NCS Multistage Holdings Inc,N/A,오일 관련 서비스 및 장비
NCTY,The9 Ltd ADR,N/A,블록 체인 및 암호화폐
NDAQ,Nasdaq Inc,N/A,"금융, 상품 시장 운영 및 서비스 제공"
NDLS,Noodles & Co,N/A,레스토랑 및 바
NDRA,ENDRA Life Sciences Inc,N/A,생명 공학 및 의학 연구
NDSN,Nordson Corp,N/A,산업용 기계 및 장비
NECB,Northeast Community Bancorp Inc,N/A,은행
NEGG,Newegg Commerce Inc,N/A,온라인 서비스
NEHC,New Era Helium Inc,N/A,"오일, 가스 탐사 및 생산"
NEO,Neogenomics Inc,N/A,의료 시설 및 서비스
NEOG,Neogen Corp,N/A,"의료 장비, 물품 및 유통"
NEON,Neonode Inc,N/A,전자 장비 및 부품
NEOV,NeoVolta Inc,N/A,전기 부품 및 장비
NEPH,Nephros Inc,N/A,환경 서비스 및 장비
NERV,Minerva Neurosciences Inc,N/A,생명 공학 및 의학 연구
NESR,National Energy Services Reunited Corp,N/A,오일 관련 서비스 및 장비
NETD,Nabors Energy Transition Corp II,N/A,투자 지주 회사
NETDU,Nabors Energy Transition II Units,N/A,투자 지주 회사
NEUP,Neuphoria Therapeutics Inc,N/A,생명 공학 및 의학 연구
NEWT,NewtekOne Inc,N/A,기업 금융 서비스
NEWTG,NewtekOne 8 50 Fixed Rate Senior Notes due 2029,N/A,기업 금융 서비스
NEWTH,NewtekOne 8 625 Fixed Rate Senior Notes due 2029,N/A,기업 금융 서비스
NEXN,Nexxen International Ltd ADR,N/A,광고 및 마케팅
NEXT,NextDecade Corp,N/A,오일 및 가스 수송 서비스
NFBK,Northfield Bancorp Inc,N/A,은행
NFE,New Fortress Energy Inc,N/A,천연가스 유틸리티
NFLX,Netflix Inc,N/A,온라인 서비스
NGNE,Neurogene Inc,N/A,생명 공학 및 의학 연구
NHPAP,National Healthcare 7 375 Pref Shs Series A,N/A,특수 REITs
